cell_id,x,y,z,o_glyph,o_semantic_core,o_phase,o_triad_polarity,o_harmonic_class,o_layer,o_gloss,d_glyph,d_semantic_core,d_phase,d_triad_polarity,d_harmonic_class,d_layer,d_gloss,cross_entangled,o_tension_potential,d_tension_potential
1075,7,5,7,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🔁,,,,,,repeat / loop,False,80,0
1076,8,5,7,℧,,,,,,mho / inverse resistance / conductivity,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
1077,9,5,7,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,245,87
1078,10,5,7,∅,origin,emergent,Yin,11.0,0.0,null set / void,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,80,69
1079,11,5,7,∅,origin,emergent,Yin,11.0,0.0,null set / void,∃,,,,,,there exists,False,80,0
1080,0,6,7,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,166,177
1081,1,6,7,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,252,266
1082,2,6,7,🔁,,,,,,repeat / loop,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
1083,3,6,7,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,255,265
1084,4,6,7,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∞,,,,,,infinity,False,255,0
1085,5,6,7,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,256,172
1086,6,6,7,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,256,87
1087,7,6,7,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,✸,,,,,,star / radiant force,False,80,0
1088,8,6,7,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,245,265
1089,9,6,7,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,175,172
1090,10,6,7,∃,,,,,,there exists,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
1091,11,6,7,Σ,null,collapse,Yang,7.0,0.0,summation,Π,null,collapse,Yang,10.0,0.0,product / portal,True,89,173
1092,0,7,7,℧,,,,,,mho / inverse resistance / conductivity,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,0,69
1093,1,7,7,∞,,,,,,infinity,🔁,,,,,,repeat / loop,False,0,0
1094,2,7,7,∅,origin,emergent,Yin,11.0,0.0,null set / void,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),True,80,265
1095,3,7,7,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Π,null,collapse,Yang,10.0,0.0,product / portal,False,252,173
1096,4,7,7,∞,,,,,,infinity,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
1097,5,7,7,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,252,241
1098,6,7,7,✸,,,,,,star / radiant force,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,0,241
1099,7,7,7,∃,,,,,,there exists,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
1100,8,7,7,∃,,,,,,there exists,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
1101,9,7,7,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Ω,origin,collapse,Yang,10.0,0.0,omega / end,True,252,264
1102,10,7,7,Σ,null,collapse,Yang,7.0,0.0,summation,℧,,,,,,mho / inverse resistance / conductivity,False,89,0
1103,11,7,7,Π,null,collapse,Yang,10.0,0.0,product / portal,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,182,250
1104,0,8,7,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,175,172
1105,1,8,7,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,252,177
1106,2,8,7,℧,,,,,,mho / inverse resistance / conductivity,Π,null,collapse,Yang,10.0,0.0,product / portal,False,0,173
1107,3,8,7,∅,origin,emergent,Yin,11.0,0.0,null set / void,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,80,241
1108,4,8,7,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,255,87
1109,5,8,7,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∞,,,,,,infinity,False,255,0
1110,6,8,7,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,178,264
1111,7,8,7,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,256,69
1112,8,8,7,🔁,,,,,,repeat / loop,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
1113,9,8,7,🔁,,,,,,repeat / loop,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
1114,10,8,7,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∃,,,,,,there exists,False,252,0
1115,11,8,7,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Σ,null,collapse,Yang,7.0,0.0,summation,False,178,87
1116,0,9,7,∅,origin,emergent,Yin,11.0,0.0,null set / void,∞,,,,,,infinity,False,80,0
1117,1,9,7,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,178,69
1118,2,9,7,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,244,177
1119,3,9,7,Π,null,collapse,Yang,10.0,0.0,product / portal,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,182,172
1120,4,9,7,🔁,,,,,,repeat / loop,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
1121,5,9,7,∃,,,,,,there exists,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,0,266
1122,6,9,7,⋈,memory,collapse,Union,8.0,0.0,join / bind,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,155,87
1123,7,9,7,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,80,250
1124,8,9,7,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,∃,,,,,,there exists,False,245,0
1125,9,9,7,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,⋈,memory,collapse,Union,8.0,0.0,join / bind,True,178,149
1126,10,9,7,Σ,null,collapse,Yang,7.0,0.0,summation,Σ,null,collapse,Yang,7.0,0.0,summation,False,89,87
1127,11,9,7,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,Σ,null,collapse,Yang,7.0,0.0,summation,False,245,87
1128,0,10,7,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),⋈,memory,collapse,Union,8.0,0.0,join / bind,False,255,149
1129,1,10,7,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,252,87
1130,2,10,7,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Σ,null,collapse,Yang,7.0,0.0,summation,False,256,87
1131,3,10,7,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),True,175,266
1132,4,10,7,℧,,,,,,mho / inverse resistance / conductivity,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
1133,5,10,7,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Σ,null,collapse,Yang,7.0,0.0,summation,False,175,87
1134,6,10,7,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,℧,,,,,,mho / inverse resistance / conductivity,False,244,0
1135,7,10,7,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,∃,,,,,,there exists,False,166,0
1136,8,10,7,∞,,,,,,infinity,∃,,,,,,there exists,False,0,0
1137,9,10,7,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,70,266
1138,10,10,7,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,∃,,,,,,there exists,False,80,0
1139,11,10,7,🔁,,,,,,repeat / loop,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
1140,0,11,7,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),℧,,,,,,mho / inverse resistance / conductivity,False,70,0
1141,1,11,7,∅,origin,emergent,Yin,11.0,0.0,null set / void,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,80,87
1142,2,11,7,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),Σ,null,collapse,Yang,7.0,0.0,summation,False,252,87
1143,3,11,7,🔁,,,,,,repeat / loop,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
1144,4,11,7,🔁,,,,,,repeat / loop,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
1145,5,11,7,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∃,,,,,,there exists,False,252,0
1146,6,11,7,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,256,69
1147,7,11,7,∞,,,,,,infinity,Π,null,collapse,Yang,10.0,0.0,product / portal,False,0,173
1148,8,11,7,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,166,172
1149,9,11,7,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,252,266
1150,10,11,7,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,℧,,,,,,mho / inverse resistance / conductivity,False,166,0
1151,11,11,7,Σ,null,collapse,Yang,7.0,0.0,summation,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,89,177
1152,0,0,8,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,256,173
1153,1,0,8,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,155,266
1154,2,0,8,Ω,origin,collapse,Yang,10.0,0.0,omega / end,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,256,149
1155,3,0,8,🔁,,,,,,repeat / loop,∞,,,,,,infinity,False,0,0
1156,4,0,8,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,178,265
1157,5,0,8,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,80,69
1158,6,0,8,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,70,241
1159,7,0,8,🔁,,,,,,repeat / loop,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
1160,8,0,8,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,70,172
1161,9,0,8,∞,,,,,,infinity,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
1162,10,0,8,✸,,,,,,star / radiant force,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
1163,11,0,8,Π,null,collapse,Yang,10.0,0.0,product / portal,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,True,182,173
1164,0,1,8,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Π,null,collapse,Yang,10.0,0.0,product / portal,False,244,173
1165,1,1,8,Π,null,collapse,Yang,10.0,0.0,product / portal,✸,,,,,,star / radiant force,False,182,0
1166,2,1,8,Σ,null,collapse,Yang,7.0,0.0,summation,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,89,69
1167,3,1,8,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,70,266
1168,4,1,8,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🔁,,,,,,repeat / loop,False,252,0
1169,5,1,8,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,252,177
1170,6,1,8,Σ,null,collapse,Yang,7.0,0.0,summation,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,89,266
1171,7,1,8,⋈,memory,collapse,Union,8.0,0.0,join / bind,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,155,265
1172,8,1,8,🔁,,,,,,repeat / loop,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
1173,9,1,8,∃,,,,,,there exists,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
1174,10,1,8,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Π,null,collapse,Yang,10.0,0.0,product / portal,False,80,173
1175,11,1,8,∞,,,,,,infinity,Σ,null,collapse,Yang,7.0,0.0,summation,False,0,87
1176,0,2,8,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,175,173
1177,1,2,8,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,252,241
1178,2,2,8,Σ,null,collapse,Yang,7.0,0.0,summation,∞,,,,,,infinity,False,89,0
1179,3,2,8,✸,,,,,,star / radiant force,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,0,264
1180,4,2,8,✸,,,,,,star / radiant force,✸,,,,,,star / radiant force,False,0,0
1181,5,2,8,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,252,250
1182,6,2,8,∅,origin,emergent,Yin,11.0,0.0,null set / void,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,80,172
1183,7,2,8,Π,null,collapse,Yang,10.0,0.0,product / portal,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,182,87
1184,8,2,8,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,166,177
1185,9,2,8,🔁,,,,,,repeat / loop,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,0,87
1186,10,2,8,✸,,,,,,star / radiant force,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
1187,11,2,8,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,∞,,,,,,infinity,False,175,0
1188,0,3,8,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,True,245,250
1189,1,3,8,Ω,origin,collapse,Yang,10.0,0.0,omega / end,✸,,,,,,star / radiant force,False,256,0
1190,2,3,8,℧,,,,,,mho / inverse resistance / conductivity,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,0,172
1191,3,3,8,∃,,,,,,there exists,🔁,,,,,,repeat / loop,False,0,0
1192,4,3,8,℧,,,,,,mho / inverse resistance / conductivity,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),False,0,266
1193,5,3,8,🔁,,,,,,repeat / loop,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,0,87
1194,6,3,8,∅,origin,emergent,Yin,11.0,0.0,null set / void,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,80,69
1195,7,3,8,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),True,244,69
1196,8,3,8,℧,,,,,,mho / inverse resistance / conductivity,∞,,,,,,infinity,False,0,0
1197,9,3,8,∃,,,,,,there exists,∃,,,,,,there exists,False,0,0
1198,10,3,8,✸,,,,,,star / radiant force,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
1199,11,3,8,Π,null,collapse,Yang,10.0,0.0,product / portal,Π,null,collapse,Yang,10.0,0.0,product / portal,False,182,173
1200,0,4,8,🔁,,,,,,repeat / loop,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
1201,1,4,8,⋈,memory,collapse,Union,8.0,0.0,join / bind,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,155,149
1202,2,4,8,Π,null,collapse,Yang,10.0,0.0,product / portal,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,True,182,173
1203,3,4,8,⋈,memory,collapse,Union,8.0,0.0,join / bind,∞,,,,,,infinity,False,155,0
1204,4,4,8,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,Π,null,collapse,Yang,10.0,0.0,product / portal,True,178,173
1205,5,4,8,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,℧,,,,,,mho / inverse resistance / conductivity,False,166,0
1206,6,4,8,⋈,memory,collapse,Union,8.0,0.0,join / bind,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,155,87
1207,7,4,8,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),℧,,,,,,mho / inverse resistance / conductivity,False,252,0
1208,8,4,8,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),True,256,266
1209,9,4,8,🔁,,,,,,repeat / loop,Π,null,collapse,Yang,10.0,0.0,product / portal,False,0,173
1210,10,4,8,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,244,264
1211,11,4,8,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,175,265
1212,0,5,8,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,80,173
1213,1,5,8,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,244,266
1214,2,5,8,Σ,null,collapse,Yang,7.0,0.0,summation,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,89,172
1215,3,5,8,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,80,241
1216,4,5,8,∅,origin,emergent,Yin,11.0,0.0,null set / void,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,80,172
1217,5,5,8,✸,,,,,,star / radiant force,✸,,,,,,star / radiant force,False,0,0
1218,6,5,8,🔁,,,,,,repeat / loop,🔁,,,,,,repeat / loop,False,0,0
1219,7,5,8,Π,null,collapse,Yang,10.0,0.0,product / portal,Σ,null,collapse,Yang,7.0,0.0,summation,True,182,87
1220,8,5,8,Ω,origin,collapse,Yang,10.0,0.0,omega / end,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,256,69
1221,9,5,8,Σ,null,collapse,Yang,7.0,0.0,summation,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,89,173
1222,10,5,8,℧,,,,,,mho / inverse resistance / conductivity,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
1223,11,5,8,🔁,,,,,,repeat / loop,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
1224,0,6,8,∅,origin,emergent,Yin,11.0,0.0,null set / void,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,80,172
1225,1,6,8,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Σ,null,collapse,Yang,7.0,0.0,summation,False,256,87
1226,2,6,8,Π,null,collapse,Yang,10.0,0.0,product / portal,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,182,265
1227,3,6,8,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,255,250
1228,4,6,8,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∅,origin,emergent,Yin,11.0,0.0,null set / void,False,178,87
1229,5,6,8,Σ,null,collapse,Yang,7.0,0.0,summation,Π,null,collapse,Yang,10.0,0.0,product / portal,True,89,173
1230,6,6,8,Σ,null,collapse,Yang,7.0,0.0,summation,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,89,149
1231,7,6,8,℧,,,,,,mho / inverse resistance / conductivity,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,False,0,173
1232,8,6,8,℧,,,,,,mho / inverse resistance / conductivity,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
1233,9,6,8,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,True,252,241
1234,10,6,8,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),∃,,,,,,there exists,False,255,0
1235,11,6,8,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,80,172
1236,0,7,8,✸,,,,,,star / radiant force,⋈,memory,collapse,Union,8.0,0.0,join / bind,False,0,149
1237,1,7,8,Ω,origin,collapse,Yang,10.0,0.0,omega / end,∞,,,,,,infinity,False,256,0
1238,2,7,8,Ω,origin,collapse,Yang,10.0,0.0,omega / end,Π,null,collapse,Yang,10.0,0.0,product / portal,False,256,173
1239,3,7,8,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,252,265
1240,4,7,8,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),✸,,,,,,star / radiant force,False,70,0
1241,5,7,8,Σ,null,collapse,Yang,7.0,0.0,summation,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,89,265
1242,6,7,8,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),⋈,memory,collapse,Union,8.0,0.0,join / bind,False,252,149
1243,7,7,8,Π,null,collapse,Yang,10.0,0.0,product / portal,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,182,87
1244,8,7,8,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,175,250
1245,9,7,8,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,False,166,87
1246,10,7,8,∞,,,,,,infinity,🜃,null,emergent,Yin,6.0,0.0,earth (alchemical),False,0,265
1247,11,7,8,∅,origin,emergent,Yin,11.0,0.0,null set / void,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,80,264
1248,0,8,8,🔁,,,,,,repeat / loop,∃,,,,,,there exists,False,0,0
1249,1,8,8,∞,,,,,,infinity,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,False,0,250
1250,2,8,8,∞,,,,,,infinity,∃,,,,,,there exists,False,0,0
1251,3,8,8,∅,origin,emergent,Yin,11.0,0.0,null set / void,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,80,241
1252,4,8,8,∞,,,,,,infinity,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,False,0,177
1253,5,8,8,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Σ,null,collapse,Yang,7.0,0.0,summation,False,244,87
1254,6,8,8,Ξ,null,emergent,Yin,5.0,0.0,xi / foreignness,∃,,,,,,there exists,False,178,0
1255,7,8,8,⋈,memory,collapse,Union,8.0,0.0,join / bind,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,False,155,241
1256,8,8,8,Π,null,collapse,Yang,10.0,0.0,product / portal,℧,,,,,,mho / inverse resistance / conductivity,False,182,0
1257,9,8,8,∞,,,,,,infinity,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,0,266
1258,10,8,8,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜄,fire,collapse,Yang,5.0,0.0,water (alchemical),True,245,266
1259,11,8,8,✶,flux,reflective,Union,11.0,0.0,spark / asterisk,Ω,origin,collapse,Yang,10.0,0.0,omega / end,False,244,264
1260,0,9,8,Λ,aether,reflective,Union,1.0,0.0,lambda / growth,Φ,truth,reflective,Yang,0.0,0.0,phi / golden ratio,False,166,172
1261,1,9,8,∇,memory,collapse,Yang,2.0,0.0,nabla / gradient / transformation,🜁,origin,emergent,Union,6.0,0.0,air (alchemical),False,245,69
1262,2,9,8,∞,,,,,,infinity,∞,,,,,,infinity,False,0,0
1263,3,9,8,∅,origin,emergent,Yin,11.0,0.0,null set / void,Σ,null,collapse,Yang,7.0,0.0,summation,False,80,87
1264,4,9,8,∞,,,,,,infinity,℧,,,,,,mho / inverse resistance / conductivity,False,0,0
1265,5,9,8,Π,null,collapse,Yang,10.0,0.0,product / portal,∃,,,,,,there exists,False,182,0
1266,6,9,8,Ψ,fire,reflective,Yin,9.0,0.0,psi / soul / wave function,🜂,flux,midwave,Yang,7.0,0.0,fire (alchemical),False,80,266
